account_id,customer_id,branch_id,account_type,currency,open_date,close_date,status,balance
ACC-100317,500277,BR103,Money Market,US$,2023-02-25,,Active,50559.07
ACC-100116,500379,BR103,CD,US$,09-12-2018,,Active,"59,909.22"
ACC-101257,500463,BR104,Money Market,USD,"Feb 05, 2018",,Dormant,33825.94
ACC-100903,500225,BR116,CD,USD,2018-08-07,,Active,81323.49
ACC-100828,500501,BR111,Money Market,USD,19-09-2023,,Active,45031.85
ACC-100033,500027,BR104,Savings,USD,"Jan 27, 2020",,Active,19889.74
ACC-101300,500742,BR111,Money Market,usd,25-10-2025,,Active,66741.14
ACC-100282,500735,BR103,Savings,USD,"Feb 01, 2019",,Active,77788.22
ACC-100935,500217,BR102,Savings,USD,31-05-2023,,Active,14183.88
ACC-100607,500366,BR108,Savings,USD,2021-06-12,,Active,"$19,042.78"
ACC-100190,500567,BR104,Savings,USD,20211122,,Dormant,38969.43
ACC-101073,500688,BR117,Money Market,USD,20250503,,Active,6380.66
ACC-100537,500730,BR109,Checking,usd,2021-07-08,,Active,45879.69
ACC-100528,500229,BR101,CD,USD,11/08/2022,,Active,58472.44
acc-100198,500035,BR101,Money Market,USD,05/03/2020,,Active,41570.56
ACC-100808,500503,BR104,Checking,USD,"Apr 15, 2024",,Active,"$8,107.46"
ACC-100827,500630,BR114,Checking,USD,"May 07, 2021",,Active,19705.49
ACC-100221,500155,BR102,Money Market,USD,08/02/2020,,Active,6219.12
ACC-100106,500195,BR102,Money Market,USD,"Sep 22, 2016",,Active,51747.89 usd
ACC-101041,500219,BR102,Checking,USD,06-01-2018,,Dormant,24702.81
ACC-100674,500531,BR108,Money Market,USD,08/28/2017,07/01/2026,Closed,54072.22
ACC-100744,500502,BR110,Savings,USD,14/12/2023,,Active,61656.04
ACC-100372,500632,BR110,Checking,USD,12/19/2018,,Active,12926.34
ACC-101018,500208,BR116,Checking,USD,06/28/2025,,Active,3032.33
ACC-101166,500057,BR105,Money Market,USD,31/10/2018,,Dormant,N/A
ACC-100696,500287,BR117,Checking,USD,10/17/2019,,Active,48096.93
ACC-100621,500631,BR117,Money Market,USD,2024-03-16,,Active,12430.79
ACC-101064,500157,BR101,Money Market,USD,04-07-2022,,Active,58186.68
ACC-100588,500351,BR116,CD,USD,"Oct 03, 2016",,Active,19540.55
ACC-100083,500671,BR101,Checking,USD,"Nov 27, 2022",,Active,45315.93
ACC-101077,500687,BR115,CD,USD,20221118,,Active,51826.84
ACC-100437,500543,BR113,CD,USD,"Dec 21, 2025",,Active,52019.4
ACC-101268,500002,BR112,CD,USD,20240129,,Active,78911.75
ACC-100301,500012,BR117,Checking,USD,2024-01-21,,Active,"35,929.75"
ACC-101228,500322,BR104,Checking,usd,05-11-2020,,active,68188.75
ACC-100480,500511,BR116,Checking,USD,04-08-2023,,Active,27600.68
ACC-100065,500047,BR102,Savings,US$,2019-11-17,,Active,4146.66
ACC-101146,500595,BR106,Money Market,USD,"May 31, 2021",,Active,17314.64
ACC-101213,500470,BR114,CD,USD,18-02-2024,,Active,27198.7
ACC-100964,500417,BR112,Checking,USD,25-09-2016,,Active,79821.36
ACC-101141,500510,BR113,unknown,USD,2018-07-02,,Active,26736.55
ACC-100869,500558,BR116,CD,usd,20210408,,Active,45419.28
ACC-100878,500437,BR114,Checking,USD,25-12-2025,,Active,23549.23
acc-101267,500201,BR108,CD,usd,14-05-2019,,Active,41052.51
ACC-100399,500359,BR115,CD,USD,2022-06-13,,Active,
ACC-101265,500139,BR105,Checking,USD,30/03/2020,20/07/2021,Closed,84968.31
ACC-100683,500512,BR105,CD,USD,13-03-2020,,Frozen,8549.24
ACC-100166,500252,BR113,Savings,USD,"Jan 20, 2023",,   Active   ,14947.97
ACC-100020,500082,BR102,CD,USD,08-10-2018,,Active,9552.48
ACC-100509,500350,BR102,Savings,USD,"Sep 05, 2019",,Active,2511.54
ACC-101107,500089,BR117,savings,USD,2021-11-01,21/03/2024,Closed,16418.76
ACC-100602,500228,BR106,Money Market,USD,05-03-2026,,Active,2511.29
ACC-100662,500443,BR111,Savings,USD,20190816,,Dormant,72618.32
ACC-100232,500627,BR109,Savings,usd,"Mar 20, 2018",,Active,8401.4
ACC-101201,500251,BR107,   Money Market   ,USD,05/19/2024,,Active,78545.84
ACC-100790,500629,BR109,Savings,USD,20200413,,Active,31613.94
ACC-100976,500357,BR113,CD,null,06/01/2024,,Active,47268.38
ACC-100731,500300,BR112,Money Market,usd,2022-08-17,,Active,57280.7
ACC-100648,500295,BR112,Money Market,USD,2016-12-04,16/07/2022,Closed,72771.6
ACC-100856,500340,BR109,CD,USD,20251114,,Active,61063.85
ACC-100769,500534,BR100,Money Market,USD,26-03-2024,,active,23234.84
ACC-100220,500255,BR103,Savings,USD,03-03-2025,,   Frozen   ,8901.29
acc-101185,500096,BR100,CD,US$,"Oct 02, 2020",,Dormant,52890.19
ACC-100184,500365,BR106,Savings,USD,04/01/2025,,Active,null
ACC-100704,500742,BR104,Savings,USD,17-01-2020,,Active,76630.88
ACC-101035,500373,BR102,Savings,USD,"Nov 13, 2022",,Frozen,39747.6
ACC-100608,500125,BR101,Checking,USD,20190413,,Active,18543.59
ACC-100093,500561,BR112,Savings,USD,27/05/2025,,Active,33015.85
ACC-100741,500666,BR112,Money Market,USD,"Oct 19, 2016",,Frozen,64997.71
ACC-101117,500625,BR109,Savings,N/A,20250114,,Active,53076.83
ACC-101126,500211,BR116,Savings,USD,05-01-2025,,Active,"$69,826.49"
ACC-100898,500391,BR113,Checking,USD,09-03-2026,,Dormant,24649.94
ACC-100833,500422,BR106,Checking,USD,"Oct 07, 2023",,Active,75690.6
ACC-100577,500393,BR104,Savings,USD,2024-09-01,,Dormant,30745.08
ACC-101173,500248,BR117,CD,,17/01/2021,,Active,26680.09
ACC-100944,500377,BR111,Money Market,USD,2023-04-02,22-04-2026,Closed,41446.66
ACC-100524,500581,BR117,CD,USD,2016-12-28,,Active,74842.11
ACC-100431,500534,BR101,Money Market,USD,08-03-2020,20260522,Closed,
ACC-100319,500240,BR100,Checking,US$,2017-09-18,27-06-2019,Closed,581.43
ACC-100694,500145,BR102,Money Market,USD,"Jun 25, 2026",,Frozen,35532.31
ACC-100487,500590,BR117,Checking,USD,"Dec 20, 2025",,Active,16698.66
ACC-100859,500213,BR113,CD,N/A,2021-11-29,20240916,Closed,55643.82
ACC-101223,500614,BR108,Money Market,USD,"Nov 14, 2016",,Active,-
ACC-101089,500561,BR104,Money Market,US$,"Aug 28, 2020",,   Active   ,59983.09
ACC-101002,500004,BR104,Money Market,USD,02-08-2025,,Active,36043.77
ACC-100044,500489,BR116,Savings,n/a,17/03/2020,,Active,"$7,641.29"
ACC-100666,500117,BR100,Savings,USD,20220626,,Active,25711.09
ACC-100773,500522,BR100,Savings,USD,22/07/2018,,Dormant,59592.81
ACC-100242,500393,BR110,CD,US$,20190503,,Active,15381.95
ACC-100290,500548,BR101,Checking,USD,24-06-2019,2025-06-05,Closed,40136.26
ACC-100030,500741,BR111,Checking,USD,2025-05-25,,Active,21429.57
ACC-100883,500139,BR106,Savings,US$,31/12/2016,2022-10-06,Closed,63596.46
ACC-101261,500491,BR113,Money Market,USD,04/17/2022,,Active,83560.81
ACC-100113,500277,BR108,Money Market,USD,"Sep 04, 2025",07/08/2026,Closed,N/A
ACC-100276,500674,BR106,Checking,usd,20190110,,Dormant,36584.63
ACC-100604,500172,BR104,Money Market,USD,08/01/2022,,Active,16144.11
ACC-100918,500659,BR115,Checking,usd,13-08-2016,,Active,49860.49
ACC-100924,500063,BR116,N/A,USD,23/07/2017,,Active,66563.03
ACC-101047,500372,BR102,Checking,USD,10/02/2019,,Dormant,"36,611.20"
ACC-100545,500715,BR106,Savings,USD,09-03-2021,,Active,15040.15
ACC-101210,500649,BR115,SAVINGS,USD,"Jan 18, 2025",,active,82036.23
ACC-101082,500517,BR104,CD,USD,20161005,,Active,65256.5
ACC-100646,500239,BR103,Checking,USD,20200122,,Active,80118.91
ACC-100357,500116,BR100,Money Market,USD,20250221,,Active,66077.68
ACC-100942,500315,BR116,CD,USD,2017-06-13,,Active,19954.73
ACC-101186,500271,BR110,Money Market,USD,28-09-2024,20250128,Closed,44442.8
ACC-100999,500708,BR101,Money Market,USD,2018-10-05,,Active,55176.19
ACC-101012,500059,BR117,Checking,USD,17/10/2019,,Active,21954.71
ACC-100395,500508,BR111,Money Market,USD,n/a,,Active,32682.15
ACC-101158,500377,BR113,Savings,USD,15/10/2023,,Active,39461.68
ACC-100088,500738,BR110,Savings,USD,"Jan 16, 2022",,Active,14521.41
ACC-100224,500604,BR107,Checking,USD,2016-11-08,,Active,60075.63
ACC-100003,500242,BR114,Checking,USD,20170706,,Active,58561.61
ACC-100659,500211,BR105,Checking,USD,20221126,,Active,83758.86
ACC-100298,500710,BR107,NULL,USD,2024-05-10,,Active,34509.01
ACC-100814,500364,BR109,sAVINGS,USD,2018-10-01,,Active,46035.97
ACC-101122,500749,BR112,Checking,USD,"Dec 02, 2025",,Frozen,-329.05
ACC-101169,500294,BR106,Savings,USD,24-01-2021,,ACTIVE,83529.88
acc-100983,500270,BR113,n/a,USD,"Aug 15, 2022",2026-02-21,Closed,55535.4
ACC-100912,500452,BR116,Savings,USD,10/25/2025,,ACTIVE,77035.69
ACC-100469,500307,BR115,Savings,USD,"Oct 07, 2024",,Active,46513.23
ACC-100011,500232,BR108,Checking,USD,20210722,,Active,82338.0
ACC-100965,500505,BR111,CD,USD,"Mar 04, 2017",,Active,14124.03
ACC-100834,500432,BR109,Checking,USD,"Apr 12, 2025",,   Active   ,12721.38
ACC-100095,500205,BR106,Money Market,USD,unknown,,Active,9195.82
ACC-101266,500517,BR105,CD,USD,06/23/2019,,Active,14990.41
ACC-101084,500234,BR104,Checking,USD,06/30/2024,,Dormant,77535.53
ACC-100420,500571,BR109,CD,USD,20230407,,ACTIVE,42256.52
ACC-100591,500616,BR114,CD,USD,06/18/2021,,Dormant,23249.11
ACC-100774,500546,BR112,Checking,USD,"Apr 08, 2022",,Active,25796.61
ACC-100985,500233,BR100,CD,USD,"May 25, 2021",,Active,67567.43
ACC-101123,500325,BR101,Money Market,USD,"Jun 21, 2021",,Dormant,67641.48
ACC-101155,500423,BR100,Savings,USD,28/05/2021,,ACTIVE,67266.1
ACC-100908,500017,BR101,Money Market,USD,"May 01, 2021",,Dormant,34130.54
ACC-100899,500157,BR104,CD,USD,2016-09-04,,Active,72882.67
ACC-100718,500302,BR104,Money Market,usd,20260517,"Jul 17, 2026",Closed,36833.02
acc-100877,500403,BR117,Savings,USD,"Jun 25, 2019",,Active,7963.62
ACC-100483,500739,BR103,Checking,USD,"Jul 07, 2021",,Active,43668.17 usd
ACC-100702,500344,BR103,Money Market,USD,20200717,,Active,21392.32
ACC-100129,500138,BR108,Money Market,USD,03-01-2023,,Dormant,"70,751.38"
ACC-100132,500444,BR101,CD,USD,2021-10-13,,Dormant,41657.55
acc-100404,500071,BR101,Savings,USD,20170730,22-05-2026,Closed,73341.96
ACC-100078,500723,BR117,Money Market,USD,"Dec 13, 2016",,Active,71859.18
ACC-101139,500530,BR107,CD,USD,20211203,,Active,3642.67
ACC-101293,500301,BR109,Money Market,USD,06-11-2022,,Active,9684.67
ACC-100264,500612,BR104,Money Market,USD,"Sep 29, 2020",,Active,16125.83
ACC-100493,500151,BR103,CD,USD,2017-02-14,,Active,12028.36
ACC-100677,500616,BR103,Checking,USD,05/06/2022,30/07/2022,Closed,76665.24
ACC-100374,500425,BR105,Checking,usd,"Jul 04, 2024",,Active,34423.94
ACC-100309,500535,BR117,Savings,USD,20190517,,Dormant,2818.52
ACC-101217,500611,BR100,null,USD,26-04-2022,,Active,12953.24
ACC-100633,500325,BR105,,USD,"Jan 23, 2019",,Active,"84,574.53"
ACC-100567,500597,BR113,Savings,USD,"May 28, 2021",,Frozen,47735.48
ACC-100039,500354,BR110,CD,USD,19-06-2026,,Active,UNKNOWN
ACC-100352,500717,BR110,Checking,USD,"Jan 16, 2024",,Active,67093.63
ACC-101168,500573,BR102,CD,USD,20260501,,Active,"18,421.30"
ACC-100397,500020,BR107,Savings,US$,19-10-2020,,Active,43228.53
ACC-100415,500361,BR113,CD,null,20180107,,Active,15119.39
ACC-100229,500506,BR111,Checking,USD,10-04-2021,,Active,40505.59
ACC-100506,500553,BR105,cHECKING,USD,"Jul 29, 2018",,Active,20793.26
ACC-100559,500532,BR114,Savings,USD,20170626,,Active,NULL
ACC-101004,500045,BR114,Savings,USD,09/11/2024,,Active,22311.7
ACC-100359,500069,BR113,Checking,USD,05/19/2026,,Active,76400.05
ACC-100892,500086,BR117,Money Market,USD,"Aug 02, 2025",,Active,34145.13
ACC-100038,500270,BR104,n/a,USD,20240715,,Dormant,
ACC-100213,500536,BR108,CD,USD,2022-11-06,,Active,n/a
ACC-101098,500190,BR107,N/A,USD,30-07-2022,,Active,26568.34
ACC-100128,500606,BR111,Money Market,usd,22-04-2018,,Active,
ACC-100083,500671,BR101,Checking,USD,"Nov 27, 2022",,Active,45315.93
ACC-101129,500380,BR110,Checking,USD,10/04/2019,,Frozen,16976.1
ACC-100243,500670,BR111,Money Market,USD,12/26/2023,2024-07-31,Closed,10380.47
ACC-100118,500176,BR117,Money Market,USD,09-04-2026,,Active,30576.22
ACC-100410,500210,BR106,Money Market,USD,"May 27, 2018",,Active,48502.93
ACC-100002,500520,BR106,Savings,USD,20/11/2022,,Active,13744.07
ACC-100941,500118,BR101,Savings,USD,2025-06-21,,Dormant,14101.14
ACC-100470,500436,BR104,Money Market,USD,18/08/2016,20180226,Closed,202.31
ACC-100217,500701,BR108,Checking,USD,04/07/2026,,Active,83432.31
ACC-101280,500371,BR109,Savings,usd,UNKNOWN,,Active,45064.36
ACC-100436,500644,BR114,Money Market,USD,20170503,,Active,27444.91
ACC-100268,500647,BR113,Money Market,USD,12/08/2025,,Active,2816.7
ACC-100165,500048,BR103,Savings,USD,20181109,,   Dormant   ,39872.57
ACC-100734,500557,BR100,Savings,usd,08/24/2023,,Dormant,9157.36
ACC-100710,500696,BR115,Money Market,USD,30-07-2023,,Active,13329.96
ACC-101219,500635,BR100,Savings,USD,26-06-2021,,Active,49803.27
ACC-101157,500246,BR103,Savings,USD,08/04/2022,,Active,45195.36
ACC-101229,500628,BR115,N/A,usd,10-04-2019,,Active,74018.74
ACC-100581,500343,BR100,CD,USD,12/03/2025,,  Active   ,7262.22
ACC-100351,500652,BR104,Savings,USD,07-04-2019,,Active,507.37
ACC-100552,500363,BR112,CD,USD,05/03/2018,,Active,61412.75
acc-101235,500358,BR103,CD,USD,06/12/2016,,Active,41260.25
ACC-100520,500229,BR105,Money Market,USD,20200814,,Active,59228.96
ACC-100348,500077,BR112,cd,USD,02/04/2020,,Active,67796.05
ACC-101090,500572,BR113,Savings,USD,20191019,,Active,74130.42
ACC-100587,500191,BR112,cd,USD,09/13/2021,,Dormant,60026.18
ACC-100778,500085,BR100,Checking,USD,2020-10-27,,Dormant,49244.11
ACC-101171,500046,BR117,CD,USD,2026-01-03,,Active,75267.89
ACC-100847,500173,BR108,cd,USD,12/04/2017,,Active,3845.26
ACC-100525,500475,BR116,CD,USD,21/05/2017,,Active,58874.39
ACC-100194,500258,BR104,Checking,USD,"Apr 10, 2025",,Frozen,15417.87
ACC-100717,500125,BR117,CD,US$,2023-05-08,,Active,47130.46
ACC-100108,500229,BR115,Checking,USD,2025-03-12,,Active,8855.45
ACC-100444,500571,BR106,Money Market,US$,"Mar 27, 2020",,Dormant,2661.72
ACC-100555,500319,BR107,Money Market,USD,13-08-2017,,Active,47684.65
ACC-100081,500595,BR107,CD,USD,2021-03-20,,Active,7016.3
ACC-100952,500475,BR102,Money Market,USD,20220725,,Active,73307.95
ACC-100714,500039,BR106,sAVINGS,USD,20250221,,Frozen,13526.73
ACC-100647,500024,BR106,Money Market,USD,07-06-2021,,Active,44306.56
ACC-100178,500372,BR113,Money Market,USD,01/18/2026,,Active,12251.91
ACC-100326,500641,BR111,Checking,USD,2019-02-27,23-03-2019,Closed,44135.06
ACC-100973,500159,BR113,Checking,US$,24-03-2025,,Active,15581.5
ACC-100481,500441,BR103,CD,USD,01/05/2025,,Active,80368.06
ACC-100158,500059,BR104,Checking,USD,2016-09-21,,Active,51885.52
ACC-100987,500347,BR113,Checking,USD,11/25/2021,,Dormant,35816.49
ACC-100430,500242,BR117,CD,USD,20180215,,Frozen,61649.38
ACC-100100,500041,BR108,Checking,USD,2019-03-27,,Active,23751.18
ACC-100651,500465,BR108,Checking,USD,2016-12-14,,Active,9567.85
ACC-100467,500069,BR111,CD,USD,"Dec 30, 2023",,Active,11835.91 usd
ACC-100943,500266,BR110,Savings,USD,2023-12-03,,Active,3510.61
ACC-100328,500387,BR113,sAVINGS,USD,2019-03-05,,active,5616.87
ACC-100518,500514,BR106,Checking,USD,2017-02-19,,Dormant,79702.41
ACC-100678,500554,BR115,Checking,USD,11-01-2024,,Active,65567.65
ACC-100915,500124,BR111,CD,USD,19-07-2022,,Active,27342.57
ACC-100871,500039,BR113,Checking,USD,2019-07-16,,Active,34188.71
ACC-101285,500135,BR117,Money Market,USD,28/03/2017,,active,57882.47
acc-100698,500462,BR107,Savings,USD,30/11/2018,,Active,22759.25
